timing	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M30	M31	M32	M33	M34	M35	M36	M37	M38	M39	M40	M41	M42	M43	M44	M45	M46	M47	M48	M49	M50	M51	M52	M53	M54	M55	M56	M57	M58	M59	M60	M61	M62	M63	M64	M65	M66	M67	M68	M69	M70	M71	M72	M73	M74	M75	M76	M77	M78	M79	M80	M81	M82	M83	M84	M85	M86	M87	M88	M89	M90	M91	M92	M93	M94	M95	M96	M97	M98	M99	M100
5.8 to 6.8	70	60	6	29	28	61	59	33	104	62	41	43	61	100	44	55	58	102	28	33	59	70	60	6	29	28	61	59	33	104	62	41	43	61	100	44	55	58	102	28	33	59	70	60	6	29	28	61	59	33	104	62	41	43	61	100	44	55	58	102	28	33	59	70	60	6	29	28	61	59	33	104	62	41	43	61	100	44	55	58	102	28	33	59	70	60	6	29	28	61	59	33	104	62	41	43	61	100	44	55
5.9 to 6.9	57	52	4	30	25	48	32	24	61	58	27	37	52	50	27	46	22	54	28	24	42	57	52	4	30	25	48	32	24	61	58	27	37	52	50	27	46	22	54	28	24	42	57	52	4	30	25	48	32	24	61	58	27	37	52	50	27	46	22	54	28	24	42	57	52	4	30	25	48	32	24	61	58	27	37	52	50	27	46	22	54	28	24	42	57	52	4	30	25	48	32	24	61	58	27	37	52	50	27	46
6 to 7	56	49	9	13	18	36	7	30	31	57	41	41	43	43	10	33	19	62	22	34	54	56	49	9	13	18	36	7	30	31	57	41	41	43	43	10	33	19	62	22	34	54	56	49	9	13	18	36	7	30	31	57	41	41	43	43	10	33	19	62	22	34	54	56	49	9	13	18	36	7	30	31	57	41	41	43	43	10	33	19	62	22	34	54	56	49	9	13	18	36	7	30	31	57	41	41	43	43	10	33
6.1 to 7.1	54	49	27	18	19	36	37	29	40	57	55	50	53	45	29	49	19	68	33	37	53	54	49	27	18	19	36	37	29	40	57	55	50	53	45	29	49	19	68	33	37	53	54	49	27	18	19	36	37	29	40	57	55	50	53	45	29	49	19	68	33	37	53	54	49	27	18	19	36	37	29	40	57	55	50	53	45	29	49	19	68	33	37	53	54	49	27	18	19	36	37	29	40	57	55	50	53	45	29	49
6.2 to 7.2	54	49	27	18	19	36	37	29	40	57	55	50	53	45	29	49	19	68	33	37	53	54	49	27	18	19	36	37	29	40	57	55	50	53	45	29	49	19	68	33	37	53	54	49	27	18	19	36	37	29	40	57	55	50	53	45	29	49	19	68	33	37	53	54	49	27	18	19	36	37	29	40	57	55	50	53	45	29	49	19	68	33	37	53	54	49	27	18	19	36	37	29	40	57	55	50	53	45	29	49
6.3 to 7.3	54	49	27	18	19	36	37	29	40	57	55	50	53	45	29	49	19	68	33	37	53	54	49	27	18	19	36	37	29	40	57	55	50	53	45	29	49	19	68	33	37	53	54	49	27	18	19	36	37	29	40	57	55	50	53	45	29	49	19	68	33	37	53	54	49	27	18	19	36	37	29	40	57	55	50	53	45	29	49	19	68	33	37	53	54	49	27	18	19	36	37	29	40	57	55	50	53	45	29	49
6.4 to 7.4	60	52	36	20	20	38	40	34	40	67	60	50	54	55	32	50	23	74	39	39	54	60	52	36	20	20	38	40	34	40	67	60	50	54	55	32	50	23	74	39	39	54	60	52	36	20	20	38	40	34	40	67	60	50	54	55	32	50	23	74	39	39	54	60	52	36	20	20	38	40	34	40	67	60	50	54	55	32	50	23	74	39	39	54	60	52	36	20	20	38	40	34	40	67	60	50	54	55	32	50
6.5 to 7.5	67	52	43	48	34	44	60	42	47	74	76	58	56	61	38	54	39	92	49	55	67	67	52	43	48	34	44	60	42	47	74	76	58	56	61	38	54	39	92	49	55	67	67	52	43	48	34	44	60	42	47	74	76	58	56	61	38	54	39	92	49	55	67	67	52	43	48	34	44	60	42	47	74	76	58	56	61	38	54	39	92	49	55	67	67	52	43	48	34	44	60	42	47	74	76	58	56	61	38	54
6.6 to 7.6	113	56	71	88	47	65	63	42	68	86	84	59	61	84	39	56	39	133	60	56	76	113	56	71	88	47	65	63	42	68	86	84	59	61	84	39	56	39	133	60	56	76	113	56	71	88	47	65	63	42	68	86	84	59	61	84	39	56	39	133	60	56	76	113	56	71	88	47	65	63	42	68	86	84	59	61	84	39	56	39	133	60	56	76	113	56	71	88	47	65	63	42	68	86	84	59	61	84	39	56
6.7 to 7.7	73	16	69	88	34	29	56	30	46	42	69	36	23	61	31	46	32	91	51	43	42	73	16	69	88	34	29	56	30	46	42	69	36	23	61	31	46	32	91	51	43	42	73	16	69	88	34	29	56	30	46	42	69	36	23	61	31	46	32	91	51	43	42	73	16	69	88	34	29	56	30	46	42	69	36	23	61	31	46	32	91	51	43	42	73	16	69	88	34	29	56	30	46	42	69	36	23	61	31	46
6.8 to 7.8	73	16	69	88	34	29	56	30	46	42	69	36	23	61	31	46	32	91	51	43	42	73	16	69	88	34	29	56	30	46	42	69	36	23	61	31	46	32	91	51	43	42	73	16	69	88	34	29	56	30	46	42	69	36	23	61	31	46	32	91	51	43	42	73	16	69	88	34	29	56	30	46	42	69	36	23	61	31	46	32	91	51	43	42	73	16	69	88	34	29	56	30	46	42	69	36	23	61	31	46
6.9 to 7.9	68	13	69	81	53	36	60	26	43	39	75	46	23	87	30	55	26	90	40	50	63	68	13	69	81	53	36	60	26	43	39	75	46	23	87	30	55	26	90	40	50	63	68	13	69	81	53	36	60	26	43	39	75	46	23	87	30	55	26	90	40	50	63	68	13	69	81	53	36	60	26	43	39	75	46	23	87	30	55	26	90	40	50	63	68	13	69	81	53	36	60	26	43	39	75	46	23	87	30	55
7 to 8	64	12	63	78	51	36	60	19	43	35	53	42	18	80	30	47	24	78	40	30	47	64	12	63	78	51	36	60	19	43	35	53	42	18	80	30	47	24	78	40	30	47	64	12	63	78	51	36	60	19	43	35	53	42	18	80	30	47	24	78	40	30	47	64	12	63	78	51	36	60	19	43	35	53	42	18	80	30	47	24	78	40	30	47	64	12	63	78	51	36	60	19	43	35	53	42	18	80	30	47
7.1 to 8.1	59	9	44	70	48	36	30	13	28	29	35	27	8	65	10	18	20	65	29	26	47	59	9	44	70	48	36	30	13	28	29	35	27	8	65	10	18	20	65	29	26	47	59	9	44	70	48	36	30	13	28	29	35	27	8	65	10	18	20	65	29	26	47	59	9	44	70	48	36	30	13	28	29	35	27	8	65	10	18	20	65	29	26	47	59	9	44	70	48	36	30	13	28	29	35	27	8	65	10	18
7.2 to 8.2	59	9	44	70	48	36	30	13	28	29	35	27	8	65	10	18	20	65	29	26	47	59	9	44	70	48	36	30	13	28	29	35	27	8	65	10	18	20	65	29	26	47	59	9	44	70	48	36	30	13	28	29	35	27	8	65	10	18	20	65	29	26	47	59	9	44	70	48	36	30	13	28	29	35	27	8	65	10	18	20	65	29	26	47	59	9	44	70	48	36	30	13	28	29	35	27	8	65	10	18
7.3 to 8.3	59	9	50	71	49	51	30	21	28	31	35	32	8	65	10	18	27	67	46	30	47	59	9	50	71	49	51	30	21	28	31	35	32	8	65	10	18	27	67	46	30	47	59	9	50	71	49	51	30	21	28	31	35	32	8	65	10	18	27	67	46	30	47	59	9	50	71	49	51	30	21	28	31	35	32	8	65	10	18	27	67	46	30	47	59	9	50	71	49	51	30	21	28	31	35	32	8	65	10	18
7.4 to 8.4	84	14	53	72	63	53	44	32	42	39	73	47	16	59	46	35	37	67	48	73	54	84	14	53	72	63	53	44	32	42	39	73	47	16	59	46	35	37	67	48	73	54	84	14	53	72	63	53	44	32	42	39	73	47	16	59	46	35	37	67	48	73	54	84	14	53	72	63	53	44	32	42	39	73	47	16	59	46	35	37	67	48	73	54	84	14	53	72	63	53	44	32	42	39	73	47	16	59	46	35
7.5 to 8.5	84	17	48	45	79	48	42	29	38	32	62	40	21	53	48	38	21	49	39	71	46	84	17	48	45	79	48	42	29	38	32	62	40	21	53	48	38	21	49	39	71	46	84	17	48	45	79	48	42	29	38	32	62	40	21	53	48	38	21	49	39	71	46	84	17	48	45	79	48	42	29	38	32	62	40	21	53	48	38	21	49	39	71	46	84	17	48	45	79	48	42	29	38	32	62	40	21	53	48	38
7.6 to 8.6	42	14	20	16	69	28	47	46	18	20	54	51	26	33	47	39	42	14	53	80	41	42	14	20	16	69	28	47	46	18	20	54	51	26	33	47	39	42	14	53	80	41	42	14	20	16	69	28	47	46	18	20	54	51	26	33	47	39	42	14	53	80	41	42	14	20	16	69	28	47	46	18	20	54	51	26	33	47	39	42	14	53	80	41	42	14	20	16	69	28	47	46	18	20	54	51	26	33	47	39
7.7 to 8.7	68	21	41	54	76	45	94	74	37	39	60	65	38	34	55	69	47	23	68	85	43	68	21	41	54	76	45	94	74	37	39	60	65	38	34	55	69	47	23	68	85	43	68	21	41	54	76	45	94	74	37	39	60	65	38	34	55	69	47	23	68	85	43	68	21	41	54	76	45	94	74	37	39	60	65	38	34	55	69	47	23	68	85	43	68	21	41	54	76	45	94	74	37	39	60	65	38	34	55	69
7.8 to 8.8	87	25	47	72	101	46	108	78	37	48	65	76	46	36	59	83	56	41	72	85	43	87	25	47	72	101	46	108	78	37	48	65	76	46	36	59	83	56	41	72	85	43	87	25	47	72	101	46	108	78	37	48	65	76	46	36	59	83	56	41	72	85	43	87	25	47	72	101	46	108	78	37	48	65	76	46	36	59	83	56	41	72	85	43	87	25	47	72	101	46	108	78	37	48	65	76	46	36	59	83
7.9 to 8.9	91	31	48	82	95	50	104	85	37	60	59	65	49	14	65	81	60	44	72	78	20	91	31	48	82	95	50	104	85	37	60	59	65	49	14	65	81	60	44	72	78	20	91	31	48	82	95	50	104	85	37	60	59	65	49	14	65	81	60	44	72	78	20	91	31	48	82	95	50	104	85	37	60	59	65	49	14	65	81	60	44	72	78	20	91	31	48	82	95	50	104	85	37	60	59	65	49	14	65	81
8 to 9	91	31	48	82	95	50	104	85	37	60	59	65	49	14	65	81	60	44	72	78	20	91	31	48	82	95	50	104	85	37	60	59	65	49	14	65	81	60	44	72	78	20	91	31	48	82	95	50	104	85	37	60	59	65	49	14	65	81	60	44	72	78	20	91	31	48	82	95	50	104	85	37	60	59	65	49	14	65	81	60	44	72	78	20	91	31	48	82	95	50	104	85	37	60	59	65	49	14	65	81
8.1 to 9.1	96	40	50	87	111	50	120	96	40	63	62	78	49	25	66	103	67	44	83	101	40	96	40	50	87	111	50	120	96	40	63	62	78	49	25	66	103	67	44	83	101	40	96	40	50	87	111	50	120	96	40	63	62	78	49	25	66	103	67	44	83	101	40	96	40	50	87	111	50	120	96	40	63	62	78	49	25	66	103	67	44	83	101	40	96	40	50	87	111	50	120	96	40	63	62	78	49	25	66	103
8.2 to 9.2	98	41	52	96	112	50	120	108	42	67	62	81	51	27	66	103	68	52	90	101	53	98	41	52	96	112	50	120	108	42	67	62	81	51	27	66	103	68	52	90	101	53	98	41	52	96	112	50	120	108	42	67	62	81	51	27	66	103	68	52	90	101	53	98	41	52	96	112	50	120	108	42	67	62	81	51	27	66	103	68	52	90	101	53	98	41	52	96	112	50	120	108	42	67	62	81	51	27	66	103
8.3 to 9.3	98	41	46	95	111	35	120	100	42	65	62	76	51	27	66	103	61	50	73	97	53	98	41	46	95	111	35	120	100	42	65	62	76	51	27	66	103	61	50	73	97	53	98	41	46	95	111	35	120	100	42	65	62	76	51	27	66	103	61	50	73	97	53	98	41	46	95	111	35	120	100	42	65	62	76	51	27	66	103	61	50	73	97	53	98	41	46	95	111	35	120	100	42	65	62	76	51	27	66	103
8.4 to 9.4	67	33	34	92	96	31	103	84	28	47	19	61	42	23	27	85	47	44	65	52	45	67	33	34	92	96	31	103	84	28	47	19	61	42	23	27	85	47	44	65	52	45	67	33	34	92	96	31	103	84	28	47	19	61	42	23	27	85	47	44	65	52	45	67	33	34	92	96	31	103	84	28	47	19	61	42	23	27	85	47	44	65	52	45	67	33	34	92	96	31	103	84	28	47	19	61	42	23	27	85
8.5 to 9.5	60	30	32	91	66	30	85	79	25	47	14	60	35	23	19	78	47	44	64	38	40	60	30	32	91	66	30	85	79	25	47	14	60	35	23	19	78	47	44	64	38	40	60	30	32	91	66	30	85	79	25	47	14	60	35	23	19	78	47	44	64	38	40	60	30	32	91	66	30	85	79	25	47	14	60	35	23	19	78	47	44	64	38	40	60	30	32	91	66	30	85	79	25	47	14	60	35	23	19	78
8.6 to 9.6	60	38	43	94	70	36	90	74	33	55	21	56	27	20	20	78	27	41	39	52	37	60	38	43	94	70	36	90	74	33	55	21	56	27	20	20	78	27	41	39	52	37	60	38	43	94	70	36	90	74	33	55	21	56	27	20	20	78	27	41	39	52	37	60	38	43	94	70	36	90	74	33	55	21	56	27	20	20	78	27	41	39	52	37	60	38	43	94	70	36	90	74	33	55	21	56	27	20	20	78
8.7 to 9.7	34	31	22	56	63	19	43	46	14	36	15	42	15	19	12	48	22	32	24	47	35	34	31	22	56	63	19	43	46	14	36	15	42	15	19	12	48	22	32	24	47	35	34	31	22	56	63	19	43	46	14	36	15	42	15	19	12	48	22	32	24	47	35	34	31	22	56	63	19	43	46	14	36	15	42	15	19	12	48	22	32	24	47	35	34	31	22	56	63	19	43	46	14	36	15	42	15	19	12	48
8.8 to 9.8	15	27	16	38	38	18	29	42	14	27	10	31	7	17	8	34	13	14	20	47	35	15	27	16	38	38	18	29	42	14	27	10	31	7	17	8	34	13	14	20	47	35	15	27	16	38	38	18	29	42	14	27	10	31	7	17	8	34	13	14	20	47	35	15	27	16	38	38	18	29	42	14	27	10	31	7	17	8	34	13	14	20	47	35	15	27	16	38	38	18	29	42	14	27	10	31	7	17	8	34
8.9 to 9.9	11	19	15	28	24	7	29	35	14	15	10	24	4	13	2	25	9	11	18	47	34	11	19	15	28	24	7	29	35	14	15	10	24	4	13	2	25	9	11	18	47	34	11	19	15	28	24	7	29	35	14	15	10	24	4	13	2	25	9	11	18	47	34	11	19	15	28	24	7	29	35	14	15	10	24	4	13	2	25	9	11	18	47	34	11	19	15	28	24	7	29	35	14	15	10	24	4	13	2	25
9 to 10	19	38	27	32	35	11	41	46	30	53	14	27	11	21	15	39	32	14	21	56	64	19	38	27	32	35	11	41	46	30	53	14	27	11	21	15	39	32	14	21	56	64	19	38	27	32	35	11	41	46	30	53	14	27	11	21	15	39	32	14	21	56	64	19	38	27	32	35	11	41	46	30	53	14	27	11	21	15	39	32	14	21	56	64	19	38	27	32	35	11	41	46	30	53	14	27	11	21	15	39
9.1 to 10.1	14	29	25	27	19	11	25	35	27	50	11	14	11	10	14	17	25	14	10	33	44	14	29	25	27	19	11	25	35	27	50	11	14	11	10	14	17	25	14	10	33	44	14	29	25	27	19	11	25	35	27	50	11	14	11	10	14	17	25	14	10	33	44	14	29	25	27	19	11	25	35	27	50	11	14	11	10	14	17	25	14	10	33	44	14	29	25	27	19	11	25	35	27	50	11	14	11	10	14	17
9.2 to 10.2	33	38	45	18	20	32	32	56	33	72	12	37	9	18	58	58	30	14	55	57	51	33	38	45	18	20	32	32	56	33	72	12	37	9	18	58	58	30	14	55	57	51	33	38	45	18	20	32	32	56	33	72	12	37	9	18	58	58	30	14	55	57	51	33	38	45	18	20	32	32	56	33	72	12	37	9	18	58	58	30	14	55	57	51	33	38	45	18	20	32	32	56	33	72	12	37	9	18	58	58
9.3 to 10.3	35	38	54	25	22	32	32	61	35	75	34	40	9	39	73	58	37	20	61	61	52	35	38	54	25	22	32	32	61	35	75	34	40	9	39	73	58	37	20	61	61	52	35	38	54	25	22	32	32	61	35	75	34	40	9	39	73	58	37	20	61	61	52	35	38	54	25	22	32	32	61	35	75	34	40	9	39	73	58	37	20	61	61	52	35	38	54	25	22	32	32	61	35	75	34	40	9	39	73	58
9.4 to 10.4	35	38	54	25	22	32	32	61	35	75	34	40	9	39	73	58	37	20	61	61	52	35	38	54	25	22	32	32	61	35	75	34	40	9	39	73	58	37	20	61	61	52	35	38	54	25	22	32	32	61	35	75	34	40	9	39	73	58	37	20	61	61	52	35	38	54	25	22	32	32	61	35	75	34	40	9	39	73	58	37	20	61	61	52	35	38	54	25	22	32	32	61	35	75	34	40	9	39	73	58
9.5 to 10.5	61	44	60	40	36	38	35	75	48	90	38	49	20	40	77	73	55	25	61	67	52	61	44	60	40	36	38	35	75	48	90	38	49	20	40	77	73	55	25	61	67	52	61	44	60	40	36	38	35	75	48	90	38	49	20	40	77	73	55	25	61	67	52	61	44	60	40	36	38	35	75	48	90	38	49	20	40	77	73	55	25	61	67	52	61	44	60	40	36	38	35	75	48	90	38	49	20	40	77	73
9.6 to 10.6	59	37	55	32	32	31	26	66	65	84	34	47	18	54	86	72	56	29	63	43	51	59	37	55	32	32	31	26	66	65	84	34	47	18	54	86	72	56	29	63	43	51	59	37	55	32	32	31	26	66	65	84	34	47	18	54	86	72	56	29	63	43	51	59	37	55	32	32	31	26	66	65	84	34	47	18	54	86	72	56	29	63	43	51	59	37	55	32	32	31	26	66	65	84	34	47	18	54	86	72
9.7 to 10.7	71	65	70	59	53	35	27	72	76	96	46	72	43	57	88	99	71	37	96	43	51	71	65	70	59	53	35	27	72	76	96	46	72	43	57	88	99	71	37	96	43	51	71	65	70	59	53	35	27	72	76	96	46	72	43	57	88	99	71	37	96	43	51	71	65	70	59	53	35	27	72	76	96	46	72	43	57	88	99	71	37	96	43	51	71	65	70	59	53	35	27	72	76	96	46	72	43	57	88	99
9.8 to 10.8	71	65	70	59	53	35	27	72	76	96	46	72	43	57	88	99	71	37	96	43	51	71	65	70	59	53	35	27	72	76	96	46	72	43	57	88	99	71	37	96	43	51	71	65	70	59	53	35	27	72	76	96	46	72	43	57	88	99	71	37	96	43	51	71	65	70	59	53	35	27	72	76	96	46	72	43	57	88	99	71	37	96	43	51	71	65	70	59	53	35	27	72	76	96	46	72	43	57	88	99
9.9 to 10.9	94	78	83	71	57	40	39	87	82	111	47	94	57	59	88	102	77	48	110	47	59	94	78	83	71	57	40	39	87	82	111	47	94	57	59	88	102	77	48	110	47	59	94	78	83	71	57	40	39	87	82	111	47	94	57	59	88	102	77	48	110	47	59	94	78	83	71	57	40	39	87	82	111	47	94	57	59	88	102	77	48	110	47	59	94	78	83	71	57	40	39	87	82	111	47	94	57	59	88	102
10 to 11	86	59	71	67	46	36	27	76	66	73	43	91	50	51	75	88	54	45	107	38	29	86	59	71	67	46	36	27	76	66	73	43	91	50	51	75	88	54	45	107	38	29	86	59	71	67	46	36	27	76	66	73	43	91	50	51	75	88	54	45	107	38	29	86	59	71	67	46	36	27	76	66	73	43	91	50	51	75	88	54	45	107	38	29	86	59	71	67	46	36	27	76	66	73	43	91	50	51	75	88
10.1 to 11.1	86	59	71	67	46	36	27	76	66	73	43	91	50	51	75	88	54	45	107	38	29	86	59	71	67	46	36	27	76	66	73	43	91	50	51	75	88	54	45	107	38	29	86	59	71	67	46	36	27	76	66	73	43	91	50	51	75	88	54	45	107	38	29	86	59	71	67	46	36	27	76	66	73	43	91	50	51	75	88	54	45	107	38	29	86	59	71	67	46	36	27	76	66	73	43	91	50	51	75	88
10.2 to 11.2	65	49	49	67	44	15	20	43	58	47	42	65	50	41	31	47	48	37	55	14	9	65	49	49	67	44	15	20	43	58	47	42	65	50	41	31	47	48	37	55	14	9	65	49	49	67	44	15	20	43	58	47	42	65	50	41	31	47	48	37	55	14	9	65	49	49	67	44	15	20	43	58	47	42	65	50	41	31	47	48	37	55	14	9	65	49	49	67	44	15	20	43	58	47	42	65	50	41	31	47
10.3 to 11.3	63	49	40	60	42	15	20	38	56	44	20	62	50	20	16	47	41	31	49	10	8	63	49	40	60	42	15	20	38	56	44	20	62	50	20	16	47	41	31	49	10	8	63	49	40	60	42	15	20	38	56	44	20	62	50	20	16	47	41	31	49	10	8	63	49	40	60	42	15	20	38	56	44	20	62	50	20	16	47	41	31	49	10	8	63	49	40	60	42	15	20	38	56	44	20	62	50	20	16	47
10.4 to 11.4	63	49	40	60	42	15	20	38	56	44	20	62	50	20	16	47	41	31	49	10	8	63	49	40	60	42	15	20	38	56	44	20	62	50	20	16	47	41	31	49	10	8	63	49	40	60	42	15	20	38	56	44	20	62	50	20	16	47	41	31	49	10	8	63	49	40	60	42	15	20	38	56	44	20	62	50	20	16	47	41	31	49	10	8	63	49	40	60	42	15	20	38	56	44	20	62	50	20	16	47
10.5 to 11.5	37	43	34	45	28	9	17	24	43	29	16	53	39	19	12	32	23	26	49	4	8	37	43	34	45	28	9	17	24	43	29	16	53	39	19	12	32	23	26	49	4	8	37	43	34	45	28	9	17	24	43	29	16	53	39	19	12	32	23	26	49	4	8	37	43	34	45	28	9	17	24	43	29	16	53	39	19	12	32	23	26	49	4	8	37	43	34	45	28	9	17	24	43	29	16	53	39	19	12	32
10.6 to 11.6	35	41	28	39	25	9	13	21	17	27	13	47	39	5	2	30	21	19	47	4	8	35	41	28	39	25	9	13	21	17	27	13	47	39	5	2	30	21	19	47	4	8	35	41	28	39	25	9	13	21	17	27	13	47	39	5	2	30	21	19	47	4	8	35	41	28	39	25	9	13	21	17	27	13	47	39	5	2	30	21	19	47	4	8	35	41	28	39	25	9	13	21	17	27	13	47	39	5	2	30
10.7 to 11.7	23	13	13	12	4	5	12	15	6	15	1	22	14	2	0	3	6	11	14	4	8	23	13	13	12	4	5	12	15	6	15	1	22	14	2	0	3	6	11	14	4	8	23	13	13	12	4	5	12	15	6	15	1	22	14	2	0	3	6	11	14	4	8	23	13	13	12	4	5	12	15	6	15	1	22	14	2	0	3	6	11	14	4	8	23	13	13	12	4	5	12	15	6	15	1	22	14	2	0	3
10.8 to 11.8	23	13	13	12	4	5	12	15	6	15	1	22	14	2	0	3	6	11	14	4	8	23	13	13	12	4	5	12	15	6	15	1	22	14	2	0	3	6	11	14	4	8	23	13	13	12	4	5	12	15	6	15	1	22	14	2	0	3	6	11	14	4	8	23	13	13	12	4	5	12	15	6	15	1	22	14	2	0	3	6	11	14	4	8	23	13	13	12	4	5	12	15	6	15	1	22	14	2	0	3
10.9 to 11.9	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14
11 to 12	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14
11.1 to 12.1	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14
11.2 to 12.2	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14
11.3 to 12.3	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14	33	17	17	7	19	10	31	13	24	30	4	20	49	16	25	12	14	37	36	24	14
11.4 to 12.4	29	43	31	34	35	18	31	57	19	35	30	36	54	73	26	35	41	23	51	26	24	29	43	31	34	35	18	31	57	19	35	30	36	54	73	26	35	41	23	51	26	24	29	43	31	34	35	18	31	57	19	35	30	36	54	73	26	35	41	23	51	26	24	29	43	31	34	35	18	31	57	19	35	30	36	54	73	26	35	41	23	51	26	24	29	43	31	34	35	18	31	57	19	35	30	36	54	73	26	35
11.5 to 12.5	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38	49	34	56	28	30	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38	49	34	56	28	30	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38	49	34	56	28	30	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38	49	34	56	28	30	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38
11.6 to 12.6	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38	49	34	56	28	30	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38	49	34	56	28	30	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38	49	34	56	28	30	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38	49	34	56	28	30	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38
11.7 to 12.7	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38	49	34	56	28	30	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38	49	34	56	28	30	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38	49	34	56	28	30	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38	49	34	56	28	30	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38
11.8 to 12.8	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38	49	34	56	28	30	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38	49	34	56	28	30	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38	49	34	56	28	30	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38	49	34	56	28	30	29	55	33	35	35	27	37	59	20	48	30	39	60	73	26	38
11.9 to 12.9	19	24	20	11	5	23	17	10	4	23	18	25	23	37	2	24	16	17	39	21	11	19	24	20	11	5	23	17	10	4	23	18	25	23	37	2	24	16	17	39	21	11	19	24	20	11	5	23	17	10	4	23	18	25	23	37	2	24	16	17	39	21	11	19	24	20	11	5	23	17	10	4	23	18	25	23	37	2	24	16	17	39	21	11	19	24	20	11	5	23	17	10	4	23	18	25	23	37	2	24
12 to 13	19	24	20	11	5	23	17	10	4	23	18	25	23	37	2	24	16	17	39	21	11	19	24	20	11	5	23	17	10	4	23	18	25	23	37	2	24	16	17	39	21	11	19	24	20	11	5	23	17	10	4	23	18	25	23	37	2	24	16	17	39	21	11	19	24	20	11	5	23	17	10	4	23	18	25	23	37	2	24	16	17	39	21	11	19	24	20	11	5	23	17	10	4	23	18	25	23	37	2	24
12.1 to 13.1	19	30	20	14	7	24	17	10	5	25	18	25	26	37	2	36	19	25	47	24	15	19	30	20	14	7	24	17	10	5	25	18	25	26	37	2	36	19	25	47	24	15	19	30	20	14	7	24	17	10	5	25	18	25	26	37	2	36	19	25	47	24	15	19	30	20	14	7	24	17	10	5	25	18	25	26	37	2	36	19	25	47	24	15	19	30	20	14	7	24	17	10	5	25	18	25	26	37	2	36
12.2 to 13.2	19	30	20	14	7	24	17	10	5	25	18	25	26	37	2	36	19	25	47	24	15	19	30	20	14	7	24	17	10	5	25	18	25	26	37	2	36	19	25	47	24	15	19	30	20	14	7	24	17	10	5	25	18	25	26	37	2	36	19	25	47	24	15	19	30	20	14	7	24	17	10	5	25	18	25	26	37	2	36	19	25	47	24	15	19	30	20	14	7	24	17	10	5	25	18	25	26	37	2	36
