timing	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B30	B31	B32	B33	B34	B35	B36	B37	B38	B39	B40	B41	B42	B43	B44	B45	B46	B47	B48	B49	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B60	B61	B62	B63	B64	B65	B66	B67	B68	B69	B70	B71	B72	B73	B74	B75	B76	B77	B78	B79	B80	B81	B82	B83	B84	B85	B86	B87	B88	B89	B90	B91	B92	B93	B94	B95	B96	B97	B98	B99	B100
5.8 to 6.8	25	34	42	36	57	71	27	21	63	56	59	41	44	35	44	47	45	31	58	33	32	44	46	69	56	48	37	56	56	59	41	44	35	44	47	45	31	58	33	32	44	46	69	56	48	37	56	56	59	41	44	35	44	47	45	31	58	33	32	44	46	69	56	48	37	56	56	59	41	44	35	44	47	45	31	58	33	32	44	46	69	56	48	37	56	56	59	41	44	35	44	47	45	31	58	33	32	44	46	69
5.9 to 6.9	87	46	79	59	74	99	49	33	79	74	79	63	64	55	88	60	67	52	85	44	45	65	69	115	80	59	54	94	74	79	63	64	55	88	60	67	52	85	44	45	65	69	115	80	59	54	94	74	79	63	64	55	88	60	67	52	85	44	45	65	69	115	80	59	54	94	74	79	63	64	55	88	60	67	52	85	44	45	65	69	115	80	59	54	94	74	79	63	64	55	88	60	67	52	85	44	45	65	69	115
6 to 7	108	69	101	84	80	113	69	37	85	88	131	72	72	94	128	77	87	66	99	66	75	104	104	132	114	71	65	125	88	131	72	72	94	128	77	87	66	99	66	75	104	104	132	114	71	65	125	88	131	72	72	94	128	77	87	66	99	66	75	104	104	132	114	71	65	125	88	131	72	72	94	128	77	87	66	99	66	75	104	104	132	114	71	65	125	88	131	72	72	94	128	77	87	66	99	66	75	104	104	132
6.1 to 7.1	115	91	138	90	92	118	71	51	85	92	132	101	75	120	148	87	96	66	113	67	83	107	107	134	129	83	73	132	92	132	101	75	120	148	87	96	66	113	67	83	107	107	134	129	83	73	132	92	132	101	75	120	148	87	96	66	113	67	83	107	107	134	129	83	73	132	92	132	101	75	120	148	87	96	66	113	67	83	107	107	134	129	83	73	132	92	132	101	75	120	148	87	96	66	113	67	83	107	107	134
6.2 to 7.2	135	110	143	101	96	108	72	47	84	89	139	106	94	134	148	97	95	76	134	93	91	124	116	143	120	82	89	114	89	139	106	94	134	148	97	95	76	134	93	91	124	116	143	120	82	89	114	89	139	106	94	134	148	97	95	76	134	93	91	124	116	143	120	82	89	114	89	139	106	94	134	148	97	95	76	134	93	91	124	116	143	120	82	89	114	89	139	106	94	134	148	97	95	76	134	93	91	124	116	143
6.3 to 7.3	191	150	208	174	156	132	131	123	121	154	219	160	167	186	215	144	162	95	166	149	154	190	185	184	181	151	135	160	154	219	160	167	186	215	144	162	95	166	149	154	190	185	184	181	151	135	160	154	219	160	167	186	215	144	162	95	166	149	154	190	185	184	181	151	135	160	154	219	160	167	186	215	144	162	95	166	149	154	190	185	184	181	151	135	160	154	219	160	167	186	215	144	162	95	166	149	154	190	185	184
6.4 to 7.4	191	150	208	174	156	132	131	123	121	154	219	160	167	186	215	144	162	95	166	149	154	190	185	184	181	151	135	160	154	219	160	167	186	215	144	162	95	166	149	154	190	185	184	181	151	135	160	154	219	160	167	186	215	144	162	95	166	149	154	190	185	184	181	151	135	160	154	219	160	167	186	215	144	162	95	166	149	154	190	185	184	181	151	135	160	154	219	160	167	186	215	144	162	95	166	149	154	190	185	184
6.5 to 7.5	191	150	208	174	156	132	131	123	121	154	219	160	167	186	215	144	162	95	166	149	154	190	185	184	181	151	135	160	154	219	160	167	186	215	144	162	95	166	149	154	190	185	184	181	151	135	160	154	219	160	167	186	215	144	162	95	166	149	154	190	185	184	181	151	135	160	154	219	160	167	186	215	144	162	95	166	149	154	190	185	184	181	151	135	160	154	219	160	167	186	215	144	162	95	166	149	154	190	185	184
6.6 to 7.6	185	139	206	158	133	131	126	123	91	141	190	141	163	178	206	125	153	81	159	143	145	174	160	165	171	137	123	148	141	190	141	163	178	206	125	153	81	159	143	145	174	160	165	171	137	123	148	141	190	141	163	178	206	125	153	81	159	143	145	174	160	165	171	137	123	148	141	190	141	163	178	206	125	153	81	159	143	145	174	160	165	171	137	123	148	141	190	141	163	178	206	125	153	81	159	143	145	174	160	165
6.7 to 7.7	183	130	174	151	118	97	127	123	80	123	203	132	146	197	184	132	124	78	131	139	139	155	167	142	171	133	105	141	123	203	132	146	197	184	132	124	78	131	139	139	155	167	142	171	133	105	141	123	203	132	146	197	184	132	124	78	131	139	139	155	167	142	171	133	105	141	123	203	132	146	197	184	132	124	78	131	139	139	155	167	142	171	133	105	141	123	203	132	146	197	184	132	124	78	131	139	139	155	167	142
6.8 to 7.8	183	130	174	151	118	97	127	123	80	123	203	132	146	197	184	132	124	78	131	139	139	155	167	142	171	133	105	141	123	203	132	146	197	184	132	124	78	131	139	139	155	167	142	171	133	105	141	123	203	132	146	197	184	132	124	78	131	139	139	155	167	142	171	133	105	141	123	203	132	146	197	184	132	124	78	131	139	139	155	167	142	171	133	105	141	123	203	132	146	197	184	132	124	78	131	139	139	155	167	142
6.9 to 7.9	131	120	143	134	109	74	105	118	72	118	184	124	128	179	148	132	111	59	121	140	131	141	147	105	159	128	92	112	118	184	124	128	179	148	132	111	59	121	140	131	141	147	105	159	128	92	112	118	184	124	128	179	148	132	111	59	121	140	131	141	147	105	159	128	92	112	118	184	124	128	179	148	132	111	59	121	140	131	141	147	105	159	128	92	112	118	184	124	128	179	148	132	111	59	121	140	131	141	147	105
7 to 8	112	97	123	112	110	60	89	115	66	105	134	117	121	142	110	115	91	50	107	119	104	103	113	93	126	119	81	81	105	134	117	121	142	110	115	91	50	107	119	104	103	113	93	126	119	81	81	105	134	117	121	142	110	115	91	50	107	119	104	103	113	93	126	119	81	81	105	134	117	121	142	110	115	91	50	107	119	104	103	113	93	126	119	81	81	105	134	117	121	142	110	115	91	50	107	119	104	103	113	93
7.1 to 8.1	105	75	86	106	98	55	87	101	66	101	133	88	118	116	90	105	82	50	93	118	96	100	110	91	111	107	73	74	101	133	88	118	116	90	105	82	50	93	118	96	100	110	91	111	107	73	74	101	133	88	118	116	90	105	82	50	93	118	96	100	110	91	111	107	73	74	101	133	88	118	116	90	105	82	50	93	118	96	100	110	91	111	107	73	74	101	133	88	118	116	90	105	82	50	93	118	96	100	110	91
7.2 to 8.2	85	55	75	89	85	38	86	99	54	83	108	73	90	90	86	74	76	27	70	89	77	81	92	66	90	91	56	67	83	108	73	90	90	86	74	76	27	70	89	77	81	92	66	90	91	56	67	83	108	73	90	90	86	74	76	27	70	89	77	81	92	66	90	91	56	67	83	108	73	90	90	86	74	76	27	70	89	77	81	92	66	90	91	56	67	83	108	73	90	90	86	74	76	27	70	89	77	81	92	66
7.3 to 8.3	50	13	44	28	38	16	25	36	16	36	36	42	8	52	31	21	24	8	40	39	21	14	25	22	33	29	22	28	36	36	42	8	52	31	21	24	8	40	39	21	14	25	22	33	29	22	28	36	36	42	8	52	31	21	24	8	40	39	21	14	25	22	33	29	22	28	36	36	42	8	52	31	21	24	8	40	39	21	14	25	22	33	29	22	28	36	36	42	8	52	31	21	24	8	40	39	21	14	25	22
7.4 to 8.4	50	13	44	28	38	16	25	36	16	36	36	42	8	52	31	21	24	8	40	39	21	14	25	22	33	29	22	28	36	36	42	8	52	31	21	24	8	40	39	21	14	25	22	33	29	22	28	36	36	42	8	52	31	21	24	8	40	39	21	14	25	22	33	29	22	28	36	36	42	8	52	31	21	24	8	40	39	21	14	25	22	33	29	22	28	36	36	42	8	52	31	21	24	8	40	39	21	14	25	22
7.5 to 8.5	50	13	44	28	38	16	25	36	16	36	36	42	8	52	31	21	24	8	40	39	21	14	25	22	33	29	22	28	36	36	42	8	52	31	21	24	8	40	39	21	14	25	22	33	29	22	28	36	36	42	8	52	31	21	24	8	40	39	21	14	25	22	33	29	22	28	36	36	42	8	52	31	21	24	8	40	39	21	14	25	22	33	29	22	28	36	36	42	8	52	31	21	24	8	40	39	21	14	25	22
7.6 to 8.6	58	20	66	47	59	18	32	61	50	50	48	54	21	68	44	49	33	43	51	63	43	29	53	38	60	46	38	66	50	48	54	21	68	44	49	33	43	51	63	43	29	53	38	60	46	38	66	50	48	54	21	68	44	49	33	43	51	63	43	29	53	38	60	46	38	66	50	48	54	21	68	44	49	33	43	51	63	43	29	53	38	60	46	38	66	50	48	54	21	68	44	49	33	43	51	63	43	29	53	38
7.7 to 8.7	48	18	64	40	54	15	19	51	45	49	32	51	17	35	40	42	33	42	45	51	37	24	38	34	50	39	33	58	49	32	51	17	35	40	42	33	42	45	51	37	24	38	34	50	39	33	58	49	32	51	17	35	40	42	33	42	45	51	37	24	38	34	50	39	33	58	49	32	51	17	35	40	42	33	42	45	51	37	24	38	34	50	39	33	58	49	32	51	17	35	40	42	33	42	45	51	37	24	38	34
7.8 to 8.8	67	45	98	85	83	51	26	82	70	83	79	81	63	75	69	65	86	62	69	83	70	43	62	59	55	79	58	94	83	79	81	63	75	69	65	86	62	69	83	70	43	62	59	55	79	58	94	83	79	81	63	75	69	65	86	62	69	83	70	43	62	59	55	79	58	94	83	79	81	63	75	69	65	86	62	69	83	70	43	62	59	55	79	58	94	83	79	81	63	75	69	65	86	62	69	83	70	43	62	59
7.9 to 8.9	72	44	101	105	84	51	38	89	74	81	90	76	73	85	71	58	86	61	69	84	85	61	70	69	52	86	81	97	81	90	76	73	85	71	58	86	61	69	84	85	61	70	69	52	86	81	97	81	90	76	73	85	71	58	86	61	69	84	85	61	70	69	52	86	81	97	81	90	76	73	85	71	58	86	61	69	84	85	61	70	69	52	86	81	97	81	90	76	73	85	71	58	86	61	69	84	85	61	70	69
8 to 9	70	44	99	102	77	51	34	88	74	80	88	74	72	83	69	58	86	56	69	83	82	60	69	64	51	83	81	97	80	88	74	72	83	69	58	86	56	69	83	82	60	69	64	51	83	81	97	80	88	74	72	83	69	58	86	56	69	83	82	60	69	64	51	83	81	97	80	88	74	72	83	69	58	86	56	69	83	82	60	69	64	51	83	81	97	80	88	74	72	83	69	58	86	56	69	83	82	60	69	64
8.1 to 9.1	74	45	102	104	77	52	35	91	78	87	93	78	74	85	74	62	86	57	69	87	85	60	74	64	53	85	93	98	87	93	78	74	85	74	62	86	57	69	87	85	60	74	64	53	85	93	98	87	93	78	74	85	74	62	86	57	69	87	85	60	74	64	53	85	93	98	87	93	78	74	85	74	62	86	57	69	87	85	60	74	64	53	85	93	98	87	93	78	74	85	74	62	86	57	69	87	85	60	74	64
8.2 to 9.2	74	45	102	104	77	52	35	91	78	87	93	78	74	85	74	62	86	57	69	87	85	60	74	64	53	85	93	98	87	93	78	74	85	74	62	86	57	69	87	85	60	74	64	53	85	93	98	87	93	78	74	85	74	62	86	57	69	87	85	60	74	64	53	85	93	98	87	93	78	74	85	74	62	86	57	69	87	85	60	74	64	53	85	93	98	87	93	78	74	85	74	62	86	57	69	87	85	60	74	64
8.3 to 9.3	50	57	82	97	73	44	33	73	81	78	78	68	81	72	73	70	72	62	61	78	83	71	82	66	56	84	86	92	78	78	68	81	72	73	70	72	62	61	78	83	71	82	66	56	84	86	92	78	78	68	81	72	73	70	72	62	61	78	83	71	82	66	56	84	86	92	78	78	68	81	72	73	70	72	62	61	78	83	71	82	66	56	84	86	92	78	78	68	81	72	73	70	72	62	61	78	83	71	82	66
8.4 to 9.4	52	77	94	108	78	48	33	81	83	83	82	70	88	80	76	70	89	69	64	87	87	78	94	74	69	87	88	101	83	82	70	88	80	76	70	89	69	64	87	87	78	94	74	69	87	88	101	83	82	70	88	80	76	70	89	69	64	87	87	78	94	74	69	87	88	101	83	82	70	88	80	76	70	89	69	64	87	87	78	94	74	69	87	88	101	83	82	70	88	80	76	70	89	69	64	87	87	78	94	74
8.5 to 9.5	53	81	101	109	84	60	34	84	97	86	88	73	92	80	78	73	92	74	66	91	91	82	100	74	71	87	88	103	86	88	73	92	80	78	73	92	74	66	91	91	82	100	74	71	87	88	103	86	88	73	92	80	78	73	92	74	66	91	91	82	100	74	71	87	88	103	86	88	73	92	80	78	73	92	74	66	91	91	82	100	74	71	87	88	103	86	88	73	92	80	78	73	92	74	66	91	91	82	100	74
8.6 to 9.6	53	75	80	91	63	63	30	61	64	76	79	66	82	68	66	49	98	41	57	75	73	71	79	64	48	75	76	72	76	79	66	82	68	66	49	98	41	57	75	73	71	79	64	48	75	76	72	76	79	66	82	68	66	49	98	41	57	75	73	71	79	64	48	75	76	72	76	79	66	82	68	66	49	98	41	57	75	73	71	79	64	48	75	76	72	76	79	66	82	68	66	49	98	41	57	75	73	71	79	64
8.7 to 9.7	53	75	80	91	63	63	30	61	64	76	79	66	82	68	66	49	98	41	57	75	73	71	79	64	48	75	76	72	76	79	66	82	68	66	49	98	41	57	75	73	71	79	64	48	75	76	72	76	79	66	82	68	66	49	98	41	57	75	73	71	79	64	48	75	76	72	76	79	66	82	68	66	49	98	41	57	75	73	71	79	64	48	75	76	72	76	79	66	82	68	66	49	98	41	57	75	73	71	79	64
8.8 to 9.8	34	48	46	46	34	27	23	30	39	42	32	36	36	28	37	26	45	21	33	43	40	52	55	39	43	35	51	36	42	32	36	36	28	37	26	45	21	33	43	40	52	55	39	43	35	51	36	42	32	36	36	28	37	26	45	21	33	43	40	52	55	39	43	35	51	36	42	32	36	36	28	37	26	45	21	33	43	40	52	55	39	43	35	51	36	42	32	36	36	28	37	26	45	21	33	43	40	52	55	39
8.9 to 9.9	19	47	37	20	25	22	11	16	27	31	20	27	24	16	27	20	36	20	16	30	20	27	44	20	34	22	24	24	31	20	27	24	16	27	20	36	20	16	30	20	27	44	20	34	22	24	24	31	20	27	24	16	27	20	36	20	16	30	20	27	44	20	34	22	24	24	31	20	27	24	16	27	20	36	20	16	30	20	27	44	20	34	22	24	24	31	20	27	24	16	27	20	36	20	16	30	20	27	44	20
9 to 10	22	47	38	24	25	29	14	28	41	38	25	28	30	24	28	27	41	21	20	35	28	32	45	26	41	24	25	28	38	25	28	30	24	28	27	41	21	20	35	28	32	45	26	41	24	25	28	38	25	28	30	24	28	27	41	21	20	35	28	32	45	26	41	24	25	28	38	25	28	30	24	28	27	41	21	20	35	28	32	45	26	41	24	25	28	38	25	28	30	24	28	27	41	21	20	35	28	32	45	26
9.1 to 10.1	33	60	38	32	36	58	23	35	51	49	36	51	37	35	30	32	51	38	25	39	38	38	57	45	48	25	21	40	49	36	51	37	35	30	32	51	38	25	39	38	38	57	45	48	25	21	40	49	36	51	37	35	30	32	51	38	25	39	38	38	57	45	48	25	21	40	49	36	51	37	35	30	32	51	38	25	39	38	38	57	45	48	25	21	40	49	36	51	37	35	30	32	51	38	25	39	38	38	57	45
9.2 to 10.2	33	60	38	32	36	58	23	35	51	49	36	51	37	35	30	32	51	38	25	39	38	38	57	45	48	25	21	40	49	36	51	37	35	30	32	51	38	25	39	38	38	57	45	48	25	21	40	49	36	51	37	35	30	32	51	38	25	39	38	38	57	45	48	25	21	40	49	36	51	37	35	30	32	51	38	25	39	38	38	57	45	48	25	21	40	49	36	51	37	35	30	32	51	38	25	39	38	38	57	45
9.3 to 10.3	40	42	37	38	30	63	17	40	61	48	44	54	49	47	21	25	62	33	24	53	46	48	51	42	44	22	25	46	48	44	54	49	47	21	25	62	33	24	53	46	48	51	42	44	22	25	46	48	44	54	49	47	21	25	62	33	24	53	46	48	51	42	44	22	25	46	48	44	54	49	47	21	25	62	33	24	53	46	48	51	42	44	22	25	46	48	44	54	49	47	21	25	62	33	24	53	46	48	51	42
9.4 to 10.4	38	22	25	27	25	59	17	32	59	43	40	52	42	39	18	25	45	26	21	44	42	41	39	34	31	19	23	37	43	40	52	42	39	18	25	45	26	21	44	42	41	39	34	31	19	23	37	43	40	52	42	39	18	25	45	26	21	44	42	41	39	34	31	19	23	37	43	40	52	42	39	18	25	45	26	21	44	42	41	39	34	31	19	23	37	43	40	52	42	39	18	25	45	26	21	44	42	41	39	34
9.5 to 10.5	37	18	18	26	19	47	16	29	45	40	34	49	38	39	16	22	42	21	19	40	38	37	33	34	29	19	23	35	40	34	49	38	39	16	22	42	21	19	40	38	37	33	34	29	19	23	35	40	34	49	38	39	16	22	42	21	19	40	38	37	33	34	29	19	23	35	40	34	49	38	39	16	22	42	21	19	40	38	37	33	34	29	19	23	35	40	34	49	38	39	16	22	42	21	19	40	38	37	33	34
9.6 to 10.6	36	18	17	33	19	49	19	30	57	52	43	56	43	38	20	18	29	23	18	36	44	38	30	30	33	22	25	38	52	43	56	43	38	20	18	29	23	18	36	44	38	30	30	33	22	25	38	52	43	56	43	38	20	18	29	23	18	36	44	38	30	30	33	22	25	38	52	43	56	43	38	20	18	29	23	18	36	44	38	30	30	33	22	25	38	52	43	56	43	38	20	18	29	23	18	36	44	38	30	30
9.7 to 10.7	36	18	17	33	19	49	19	30	57	52	43	56	43	38	20	18	29	23	18	36	44	38	30	30	33	22	25	38	52	43	56	43	38	20	18	29	23	18	36	44	38	30	30	33	22	25	38	52	43	56	43	38	20	18	29	23	18	36	44	38	30	30	33	22	25	38	52	43	56	43	38	20	18	29	23	18	36	44	38	30	30	33	22	25	38	52	43	56	43	38	20	18	29	23	18	36	44	38	30	30
9.8 to 10.8	47	27	17	46	25	63	22	42	69	64	56	66	48	55	31	30	42	29	27	50	49	52	48	36	47	31	41	42	64	56	66	48	55	31	30	42	29	27	50	49	52	48	36	47	31	41	42	64	56	66	48	55	31	30	42	29	27	50	49	52	48	36	47	31	41	42	64	56	66	48	55	31	30	42	29	27	50	49	52	48	36	47	31	41	42	64	56	66	48	55	31	30	42	29	27	50	49	52	48	36
9.9 to 10.9	47	27	17	46	25	63	22	42	69	64	56	66	48	55	31	30	42	29	27	50	49	52	48	36	47	31	41	42	64	56	66	48	55	31	30	42	29	27	50	49	52	48	36	47	31	41	42	64	56	66	48	55	31	30	42	29	27	50	49	52	48	36	47	31	41	42	64	56	66	48	55	31	30	42	29	27	50	49	52	48	36	47	31	41	42	64	56	66	48	55	31	30	42	29	27	50	49	52	48	36
10 to 11	44	27	16	42	25	56	19	30	55	57	51	65	42	47	30	23	37	28	23	45	41	47	47	30	40	29	40	38	57	51	65	42	47	30	23	37	28	23	45	41	47	47	30	40	29	40	38	57	51	65	42	47	30	23	37	28	23	45	41	47	47	30	40	29	40	38	57	51	65	42	47	30	23	37	28	23	45	41	47	47	30	40	29	40	38	57	51	65	42	47	30	23	37	28	23	45	41	47	47	30
10.1 to 11.1	32	13	15	40	14	30	11	21	57	41	41	41	37	37	37	17	39	12	19	37	29	46	33	19	31	28	34	33	41	41	41	37	37	37	17	39	12	19	37	29	46	33	19	31	28	34	33	41	41	41	37	37	37	17	39	12	19	37	29	46	33	19	31	28	34	33	41	41	41	37	37	37	17	39	12	19	37	29	46	33	19	31	28	34	33	41	41	41	37	37	37	17	39	12	19	37	29	46	33	19
10.2 to 11.2	32	13	15	40	14	30	11	21	57	41	41	41	37	37	37	17	39	12	19	37	29	46	33	19	31	28	34	33	41	41	41	37	37	37	17	39	12	19	37	29	46	33	19	31	28	34	33	41	41	41	37	37	37	17	39	12	19	37	29	46	33	19	31	28	34	33	41	41	41	37	37	37	17	39	12	19	37	29	46	33	19	31	28	34	33	41	41	41	37	37	37	17	39	12	19	37	29	46	33	19
10.3 to 11.3	21	10	2	29	6	25	11	16	41	30	31	25	17	23	30	15	27	12	11	18	16	24	25	16	22	19	24	22	30	31	25	17	23	30	15	27	12	11	18	16	24	25	16	22	19	24	22	30	31	25	17	23	30	15	27	12	11	18	16	24	25	16	22	19	24	22	30	31	25	17	23	30	15	27	12	11	18	16	24	25	16	22	19	24	22	30	31	25	17	23	30	15	27	12	11	18	16	24	25	16
10.4 to 11.4	21	20	12	37	16	41	19	16	49	37	36	38	25	26	43	26	33	24	27	26	24	28	42	18	28	38	35	29	37	36	38	25	26	43	26	33	24	27	26	24	28	42	18	28	38	35	29	37	36	38	25	26	43	26	33	24	27	26	24	28	42	18	28	38	35	29	37	36	38	25	26	43	26	33	24	27	26	24	28	42	18	28	38	35	29	37	36	38	25	26	43	26	33	24	27	26	24	28	42	18
10.5 to 11.5	21	20	12	37	16	41	19	16	49	37	36	38	25	26	43	26	33	24	27	26	24	28	42	18	28	38	35	29	37	36	38	25	26	43	26	33	24	27	26	24	28	42	18	28	38	35	29	37	36	38	25	26	43	26	33	24	27	26	24	28	42	18	28	38	35	29	37	36	38	25	26	43	26	33	24	27	26	24	28	42	18	28	38	35	29	37	36	38	25	26	43	26	33	24	27	26	24	28	42	18
10.6 to 11.6	15	34	21	33	22	50	16	21	40	26	33	35	27	29	43	32	44	29	29	30	19	30	52	16	24	35	32	27	26	33	35	27	29	43	32	44	29	29	30	19	30	52	16	24	35	32	27	26	33	35	27	29	43	32	44	29	29	30	19	30	52	16	24	35	32	27	26	33	35	27	29	43	32	44	29	29	30	19	30	52	16	24	35	32	27	26	33	35	27	29	43	32	44	29	29	30	19	30	52	16
10.7 to 11.7	15	34	21	33	22	50	16	21	40	26	33	35	27	29	43	32	44	29	29	30	19	30	52	16	24	35	32	27	26	33	35	27	29	43	32	44	29	29	30	19	30	52	16	24	35	32	27	26	33	35	27	29	43	32	44	29	29	30	19	30	52	16	24	35	32	27	26	33	35	27	29	43	32	44	29	29	30	19	30	52	16	24	35	32	27	26	33	35	27	29	43	32	44	29	29	30	19	30	52	16
10.8 to 11.8	4	25	21	20	16	36	13	9	28	14	20	25	22	12	32	20	31	23	20	16	14	16	34	10	10	26	16	23	14	20	25	22	12	32	20	31	23	20	16	14	16	34	10	10	26	16	23	14	20	25	22	12	32	20	31	23	20	16	14	16	34	10	10	26	16	23	14	20	25	22	12	32	20	31	23	20	16	14	16	34	10	10	26	16	23	14	20	25	22	12	32	20	31	23	20	16	14	16	34	10
10.9 to 11.9	4	25	21	20	16	36	13	9	28	14	20	25	22	12	32	20	31	23	20	16	14	16	34	10	10	26	16	23	14	20	25	22	12	32	20	31	23	20	16	14	16	34	10	10	26	16	23	14	20	25	22	12	32	20	31	23	20	16	14	16	34	10	10	26	16	23	14	20	25	22	12	32	20	31	23	20	16	14	16	34	10	10	26	16	23	14	20	25	22	12	32	20	31	23	20	16	14	16	34	10
11 to 12	13	39	33	32	36	59	28	20	43	32	32	41	30	35	47	28	45	36	44	31	27	26	57	24	24	46	27	43	32	32	41	30	35	47	28	45	36	44	31	27	26	57	24	24	46	27	43	32	32	41	30	35	47	28	45	36	44	31	27	26	57	24	24	46	27	43	32	32	41	30	35	47	28	45	36	44	31	27	26	57	24	24	46	27	43	32	32	41	30	35	47	28	45	36	44	31	27	26	57	24
11.1 to 12.1	10	39	31	24	36	55	26	19	27	30	26	38	26	32	33	25	33	34	43	31	26	21	54	16	24	44	25	35	30	26	38	26	32	33	25	33	34	43	31	26	21	54	16	24	44	25	35	30	26	38	26	32	33	25	33	34	43	31	26	21	54	16	24	44	25	35	30	26	38	26	32	33	25	33	34	43	31	26	21	54	16	24	44	25	35	30	26	38	26	32	33	25	33	34	43	31	26	21	54	16
11.2 to 12.2	10	39	31	24	36	55	26	19	27	30	26	38	26	32	33	25	33	34	43	31	26	21	54	16	24	44	25	35	30	26	38	26	32	33	25	33	34	43	31	26	21	54	16	24	44	25	35	30	26	38	26	32	33	25	33	34	43	31	26	21	54	16	24	44	25	35	30	26	38	26	32	33	25	33	34	43	31	26	21	54	16	24	44	25	35	30	26	38	26	32	33	25	33	34	43	31	26	21	54	16
11.3 to 12.3	15	45	33	32	38	64	28	25	27	36	32	45	28	41	33	25	38	44	46	39	27	32	61	22	30	58	25	50	36	32	45	28	41	33	25	38	44	46	39	27	32	61	22	30	58	25	50	36	32	45	28	41	33	25	38	44	46	39	27	32	61	22	30	58	25	50	36	32	45	28	41	33	25	38	44	46	39	27	32	61	22	30	58	25	50	36	32	45	28	41	33	25	38	44	46	39	27	32	61	22
11.4 to 12.4	15	35	23	24	28	48	20	25	19	29	27	32	20	38	20	14	32	32	30	31	19	28	44	20	24	39	14	43	29	27	32	20	38	20	14	32	32	30	31	19	28	44	20	24	39	14	43	29	27	32	20	38	20	14	32	32	30	31	19	28	44	20	24	39	14	43	29	27	32	20	38	20	14	32	32	30	31	19	28	44	20	24	39	14	43	29	27	32	20	38	20	14	32	32	30	31	19	28	44	20
11.5 to 12.5	24	66	52	45	58	68	35	53	28	56	45	70	40	58	43	37	48	49	60	64	35	53	69	35	48	47	32	67	56	45	70	40	58	43	37	48	49	60	64	35	53	69	35	48	47	32	67	56	45	70	40	58	43	37	48	49	60	64	35	53	69	35	48	47	32	67	56	45	70	40	58	43	37	48	49	60	64	35	53	69	35	48	47	32	67	56	45	70	40	58	43	37	48	49	60	64	35	53	69	35
11.6 to 12.6	25	52	43	46	52	54	41	46	26	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40	46	44	30	62	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40	46	44	30	62	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40	46	44	30	62	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40	46	44	30	62	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40
11.7 to 12.7	25	52	43	46	52	54	41	46	26	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40	46	44	30	62	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40	46	44	30	62	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40	46	44	30	62	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40	46	44	30	62	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40
11.8 to 12.8	25	52	43	46	52	54	41	46	26	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40	46	44	30	62	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40	46	44	30	62	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40	46	44	30	62	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40	46	44	30	62	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40
11.9 to 12.9	25	52	43	46	52	54	41	46	26	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40	46	44	30	62	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40	46	44	30	62	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40	46	44	30	62	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40	46	44	30	62	53	43	63	36	53	41	33	42	43	58	59	34	50	60	40
12 to 13	16	38	31	34	32	31	26	35	11	35	31	47	28	30	26	25	28	30	34	44	21	40	37	26	32	24	19	42	35	31	47	28	30	26	25	28	30	34	44	21	40	37	26	32	24	19	42	35	31	47	28	30	26	25	28	30	34	44	21	40	37	26	32	24	19	42	35	31	47	28	30	26	25	28	30	34	44	21	40	37	26	32	24	19	42	35	31	47	28	30	26	25	28	30	34	44	21	40	37	26
12.1 to 13.1	16	38	31	34	32	31	26	35	11	35	31	47	28	30	26	25	28	30	34	44	21	40	37	26	32	24	19	42	35	31	47	28	30	26	25	28	30	34	44	21	40	37	26	32	24	19	42	35	31	47	28	30	26	25	28	30	34	44	21	40	37	26	32	24	19	42	35	31	47	28	30	26	25	28	30	34	44	21	40	37	26	32	24	19	42	35	31	47	28	30	26	25	28	30	34	44	21	40	37	26
12.2 to 13.2	16	38	31	34	32	31	26	35	11	35	31	47	28	30	26	25	28	30	34	44	21	40	37	26	32	24	19	42	35	31	47	28	30	26	25	28	30	34	44	21	40	37	26	32	24	19	42	35	31	47	28	30	26	25	28	30	34	44	21	40	37	26	32	24	19	42	35	31	47	28	30	26	25	28	30	34	44	21	40	37	26	32	24	19	42	35	31	47	28	30	26	25	28	30	34	44	21	40	37	26
