model,lnL,AIC,AICc,timing,tree.no,delta,w,group
kappa,206.0676881,-404.1353761,-403.9614631,kappa3,4,4.8392096,0.031051142,skinks
lambda,206.0676883,-404.1353766,-403.9614635,lambda3,4,4.8392092,0.031051148,skinks
NIG,198.0985068,-390.1970135,-390.0931174,NA,4,18.70755528,3.02E-05,skinks
OU,206.0676883,-404.1353767,-403.9614636,OU3,4,4.8392091,0.03105115,skinks
OUMA,198.263924,-384.527848,-384.159427,OUMA 50.5789312585838,4,24.6412457,1.56E-06,skinks
OUMV,202.189889,-392.379778,-392.0113569,OUMV 51.0845351115949,4,16.7893158,7.89E-05,skinks
OUMVA,196.4585447,-378.9170894,-378.4236973,OUMVA 59.0349699807837,4,30.3769754,8.84E-08,skinks
OUS,195.2146053,-380.4292106,-380.1672018,OUS 58.5943559407383,4,28.6334709,2.11E-07,skinks
SRC,198.616304,-391.2326081,-391.1282603,SRC 11,4,17.6724124,5.07E-05,skinks
TRC,208.4876726,-408.9753452,-408.8006727,TRC 4,4,0,0.349058796,skinks
TS,195.803531,-385.607062,-385.5027142,TS 32,4,23.2979585,3.05E-06,skinks
BM,206.7324347,-407.4648694,-407.3609733,BM4,5,2.041769601,0.096965609,skinks
BMS,204.5876345,-399.175269,-398.9132602,BMS 62.8182827528889,5,10.4894827,0.001419777,skinks
delta,207.7529664,-407.5059328,-407.3320197,delta4,5,2.070723201,0.095571969,skinks
DensDep,204.037528,-404.075056,-404.0233318,DensDep4,5,5.379411101,0.018275029,skinks
EB,208.3486204,-408.6972408,-408.5233278,EB4,5,0.879415101,0.173388305,skinks
fit_env,202.9072129,-399.8144258,-399.7105297,NA,5,8.99105146,0.003983611,skinks
JN,207.7533195,-409.506639,-409.4027429,NA,5,0,0.269142551,skinks
kappa,206.7324345,-405.464869,-405.290956,kappa4,5,4.111786901,0.034444444,skinks
lambda,206.7324347,-405.4648693,-405.2909563,lambda4,5,4.111786601,0.03444445,skinks
NIG,200.9071964,-395.8143928,-395.7104967,NA,5,13.6922462,0.000286252,skinks
OU,206.7324347,-405.4648694,-405.2909563,OU4,5,4.111786601,0.03444445,skinks
OUMA,204.7841708,-397.5683417,-397.1999206,OUMA 50.1954564026438,5,12.2028223,0.0006028,skinks
OUMV,204.3509522,-396.7019044,-396.3334834,OUMV 39.666852315983,5,13.0692595,0.000390867,skinks
OUMVA,205.5886575,-397.1773151,-396.683923,OUMVA 49.8799973310481,5,12.7188199,0.000465721,skinks
OUS,204.1047392,-398.2094784,-397.9474697,OUS 46.834120153208,5,11.4552732,0.000875995,skinks
SRC,205.8806683,-405.7613365,-405.6569887,SRC 111,5,3.745754201,0.041362061,skinks
TRC,208.4381269,-408.8762537,-408.7015812,TRC 3,5,0.701161701,0.189551417,skinks
TS,204.2827553,-402.5655107,-402.4611629,TS 111,5,6.941580001,0.008368303,skinks
BM,205.8122405,-405.6244811,-405.520585,BM5,6,0.9590901,0.141640229,skinks
BMS,203.8422147,-397.6844294,-397.4224207,BMS 44.6597786895298,6,9.0572544,0.002469975,skinks
delta,206.7963225,-405.5926449,-405.4187319,delta5,6,1.0609432,0.134607576,skinks
DensDep,203.3703909,-402.7407818,-402.6890577,DensDep5,6,3.7906174,0.034381774,skinks
EB,207.3044241,-406.6088483,-406.4349352,EB5,6,0.0447399,0.223735678,skinks
fit_env,203.3818566,-400.7637133,-400.6598172,NA,6,5.819857935,0.01738723,skinks
JN,199.5883068,-393.1766136,-393.0727175,NA,6,13.40695764,0.000280651,skinks
kappa,205.8122404,-403.6244807,-403.4505677,kappa5,6,3.0291074,0.050313911,skinks
lambda,205.8122405,-403.6244811,-403.450568,lambda5,6,3.0291071,0.050313918,skinks
NIG,199.4313193,-392.8626385,-392.7587424,NA,6,13.72093266,0.000239877,skinks
OU,205.8122405,-403.6244811,-403.4505681,OU5,6,3.029107,0.050313921,skinks
OUMA,204.4736676,-396.9473353,-396.5789142,OUMA 54.2612411647506,6,9.9007609,0.001620046,skinks
OUMV,204.2555144,-396.5110288,-396.1426078,OUMV 51.6594583767724,6,10.3370673,0.001302521,skinks
OUMVA,205.009307,-396.0186139,-395.5252219,OUMVA 61.8647648837877,6,10.9544532,0.00095658,skinks
OUS,204.7896566,-399.5793132,-399.3173044,OUS 63.1124878033676,6,7.1623707,0.006370322,skinks
SRC,204.9031792,-403.8063584,-403.7020106,SRC 6,6,2.7776645,0.057054277,skinks
TRC,207.3271738,-406.6543476,-406.4796751,TRC 41,6,0,0.228797034,skinks
TS,203.6065566,-401.2131133,-401.1087655,TS 112,6,5.3709096,0.01560171,skinks
BM,206.1134155,-406.226831,-406.1229349,BM6,7,4.1830346,0.062453746,skinks
BMS,199.3515973,-388.7031946,-388.4411859,BMS 64.0860815658078,7,21.8647836,9.04E-06,skinks
delta,208.020319,-408.0406381,-407.866725,delta6,7,2.4392445,0.149354289,skinks
DensDep,198.2013247,-392.4026493,-392.3509252,DensDep6,7,17.9550443,6.38E-05,skinks
EB,209.2399413,-410.4798825,-410.3059695,EB6,7,0,0.505699952,skinks
fit_env,198.6097688,-391.2195377,-391.1156416,NA,7,19.19032792,3.87E-05,skinks
JN,202.5849084,-399.1698168,-399.0659207,NA,7,11.24004877,0.001832936,skinks
kappa,202.9610592,-397.9221184,-397.7482053,kappa6,7,12.5577642,0.000948438,skinks
lambda,206.113416,-404.226832,-404.052919,lambda6,7,6.2530505,0.022185042,skinks
NIG,192.6809601,-379.3619202,-379.2580241,NA,7,31.04794537,9.16E-08,skinks
OU,206.113416,-404.2268321,-404.052919,OU6,7,6.2530505,0.022185042,skinks
OUMA,198.6271651,-385.2543302,-384.8859092,OUMA 56.0907038679414,7,25.4200603,1.53E-06,skinks
OUMV,206.6835683,-401.3671365,-400.9987155,OUMV 51.9585757336367,7,9.307254,0.004817796,skinks
OUMVA,206.0976429,-398.1952857,-397.7018936,OUMVA 51.647263536946,7,12.6040759,0.000926729,skinks
OUS,198.8038505,-387.6077009,-387.3456922,OUS 54.4822546163106,7,22.9602773,5.23E-06,skinks
SRC,203.3718888,-400.7437775,-400.6394297,SRC 112,7,9.6665398,0.004025599,skinks
TRC,208.4322923,-408.8645847,-408.6899122,TRC 42,7,1.6160573,0.225408624,skinks
TS,199.4794006,-392.9588011,-392.8544533,TS 33,7,17.4515162,8.21E-05,skinks
BM,208.7888773,-411.5777545,-411.4738584,BM7,8,3.3503069,0.072541066,skinks
BMS,207.0026221,-404.0052441,-403.7432354,BMS 59.6434282469845,8,11.0809299,0.001520199,skinks
delta,210.5116163,-413.0232326,-412.8493195,delta7,8,1.9748458,0.144298401,skinks
DensDep,206.1470736,-408.2941472,-408.2424231,DensDep7,8,6.5817422,0.014417391,skinks
EB,211.4990391,-414.9980783,-414.8241653,EB7,8,0,0.387341327,skinks
fit_env,206.0253674,-406.0507348,-405.9468387,NA,8,8.877326619,0.005367063,skinks
JN,204.2049739,-402.4099477,-402.3060516,NA,8,12.51811366,0.000741003,skinks
kappa,208.7888773,-409.5777546,-409.4038415,kappa7,8,5.4203238,0.025768283,skinks
lambda,208.7888773,-409.5777546,-409.4038415,lambda7,8,5.4203238,0.025768283,skinks
NIG,200.3468242,-394.6936485,-394.5897524,NA,8,20.23441292,1.56E-05,skinks
OU,208.7888773,-409.5777546,-409.4038415,OU7,8,5.4203238,0.025768283,skinks
OUMA,208.027707,-404.0554141,-403.686993,OUMA 51.6607689292374,8,11.1371723,0.001478045,skinks
OUMV,208.663288,-405.3265761,-404.958155,OUMV 53.2810994634936,8,9.8660103,0.002790724,skinks
OUMVA,209.0085642,-404.0171284,-403.5237363,OUMVA 54.4190822487011,8,11.300429,0.001362187,skinks
OUS,208.2507036,-406.5014071,-406.2393984,OUS 54.4361192238705,8,8.5847669,0.005295847,skinks
SRC,209.2078798,-412.4157597,-412.3114119,SRC 113,8,2.5127534,0.110269744,skinks
TRC,210.6726527,-413.3453054,-413.1706329,TRC 43,8,1.6535324,0.169446982,skinks
TS,206.9187722,-407.8375444,-407.7331965,TS 113,8,7.0909688,0.011176595,skinks
BM,208.7371173,-411.4742346,-411.3703385,BM8,9,232.6107961,3.08E-51,skinks
BMS,208.486294,-406.9725881,-406.7105793,BMS 64.0222945846113,9,237.2705553,3.00E-52,skinks
delta,326.0775238,-644.1550476,-643.9811346,delta8,9,0,1,skinks
DensDep,208.6338658,-413.2677317,-413.2160075,DensDep8,9,230.7651271,7.76E-51,skinks
EB,210.5095204,-413.0190408,-412.8451278,EB8,9,231.1360068,6.45E-51,skinks
fit_env,208.3824927,-410.7649853,-410.6610892,NA,9,233.3200454,2.16E-51,skinks
JN,200.9478457,-395.8956913,-395.7917952,NA,9,248.1893394,1.28E-54,skinks
kappa,208.3054737,-408.6109474,-408.4370343,kappa8,9,235.5441003,7.12E-52,skinks
lambda,208.7371173,-409.4742346,-409.3003216,lambda8,9,234.680813,1.10E-51,skinks
NIG,203.2694074,-400.5388147,-400.4349186,NA,9,243.546216,1.30E-53,skinks
OU,208.7371173,-409.4742346,-409.3003216,OU8,9,234.680813,1.10E-51,skinks
OUMA,209.0704968,-406.1409936,-405.7725725,OUMA 43.1306269089716,9,238.2085621,1.88E-52,skinks
OUMV,211.6607252,-411.3214503,-410.9530293,OUMV 52.2749388301734,9,233.0281053,2.50E-51,skinks
OUMVA,211.1121835,-408.224367,-407.730975,OUMVA 54.0577273273124,9,236.2501596,5.00E-52,skinks
OUS,209.0549851,-408.1099701,-407.8479614,OUS 42.8995436505706,9,236.1331732,5.30E-52,skinks
SRC,210.4021926,-414.8043851,-414.7000373,SRC 7,9,229.2810973,1.63E-50,skinks
TRC,211.2883458,-414.5766916,-414.4020191,TRC 5,9,229.5791155,1.40E-50,skinks
TS,209.0193,-412.0386001,-411.9342522,TS 114,9,232.0468824,4.09E-51,skinks
BM,204.7641898,-403.5283797,-403.4244836,BM9,10,5.7438205,0.022291204,skinks
BMS,205.4789724,-400.9579448,-400.695936,BMS 59.5024542854336,10,8.4723681,0.005696878,skinks
delta,206.9173615,-405.834723,-405.66081,delta9,10,3.5074941,0.068193918,skinks
DensDep,204.9054129,-405.8108257,-405.7591016,DensDep9,10,3.4092025,0.071629083,skinks
EB,207.6142799,-407.2285599,-407.0546468,EB9,10,2.1136573,0.136903155,skinks
fit_env,204.8390636,-403.6781273,-403.5742312,NA,10,5.594072937,0.026013791,skinks
JN,204.3919257,-402.7838515,-402.6799554,NA,10,6.488348722,0.015362478,skinks
kappa,205.6415416,-403.2830832,-403.1091701,kappa9,10,6.059134,0.019039874,skinks
lambda,205.6415099,-403.2830199,-403.1091068,lambda9,10,6.0591973,0.019039272,skinks
NIG,198.2641872,-390.5283744,-390.4244783,NA,10,18.74382581,3.35E-05,skinks
OU,205.6415099,-403.2830199,-403.1091068,OU9,10,6.0591973,0.019039272,skinks
OUMA,205.3277528,-398.6555056,-398.2870845,OUMA 44.3228404837583,10,10.8812196,0.00170829,skinks
OUMV,204.928522,-397.857044,-397.4886229,OUMV 44.6013466549318,10,11.6796812,0.001145982,skinks
OUMVA,208.1732271,-402.3464542,-401.8530621,OUMVA 41.4977278352901,10,7.315242,0.010160234,skinks
OUS,205.9540586,-401.9081172,-401.6461085,OUS 41.9001963448292,10,7.5221956,0.009161451,skinks
SRC,207.6363259,-409.2726519,-409.1683041,SRC 114,10,0,0.393902109,skinks
TRC,207.6691066,-407.3382132,-407.1635408,TRC 11,10,2.0047633,0.144563777,skinks
TS,205.7894446,-405.5788893,-405.4745414,TS 115,10,3.6937627,0.06212951,skinks
BM,200.3960408,-394.7920817,-394.6881855,BM10,11,7.0045464,0.022540324,skinks
BMS,200.4377139,-390.8754278,-390.6134191,BMS 39.6201674747185,11,11.0793128,0.002938569,skinks
delta,203.12768,-398.2553599,-398.0814469,delta10,11,3.611285,0.122969527,skinks
DensDep,20.23801366,-36.47602732,-36.42430319,DensDep10,11,365.2684287,3.61E-80,skinks
EB,204.9333225,-401.8666449,-401.6927319,EB10,11,0,0.748131734,skinks
fit_env,138.6707295,-271.341459,-271.2375629,NA,11,130.455169,3.70E-29,skinks
JN,190.5141414,-375.0282827,-374.9243866,NA,11,26.7683453,1.15E-06,skinks
kappa,200.3960408,-392.7920816,-392.6181686,kappa10,11,9.0745633,0.00800685,skinks
lambda,200.3960408,-392.7920817,-392.6181686,lambda10,11,9.0745633,0.00800685,skinks
NIG,190.9610745,-375.922149,-375.8182529,NA,11,25.87447902,1.80E-06,skinks
OU,200.3960408,-392.7920817,-392.6181686,OU10,11,9.0745633,0.00800685,skinks
OUMA,141.8249466,-271.6498932,-271.2814721,OUMA 43.2067644132311,11,130.4112598,3.59E-29,skinks
OUMV,141.7399816,-271.4799632,-271.1115422,OUMV 42.6125750093609,11,130.5811897,3.30E-29,skinks
OUMVA,139.8695374,-265.7390748,-265.2456827,OUMVA 45.8234010872556,11,136.4470492,1.76E-30,skinks
OUS,149.6118955,-289.223791,-288.9617823,OUS 39.6013924375342,11,112.7309496,2.48E-25,skinks
SRC,121.3280819,-236.6561638,-236.551816,SRC 115,11,165.1409159,1.03E-36,skinks
TRC,202.6905754,-397.3811509,-397.2064784,TRC 71,11,4.4862535,0.079396344,skinks
TS,84.98165216,-163.9633043,-163.8589565,TS 34,11,237.8337754,1.69E-52,skinks
BM,205.7014363,-405.4028726,-405.2989765,BM11,12,4.4650289,0.052045867,skinks
BMS,206.1301834,-402.2603668,-401.9983581,BMS 36.1240456872949,12,7.7656473,0.009992314,skinks
delta,177.6918865,-347.3837731,-347.20986,delta11,12,62.5541454,1.27E-14,skinks
DensDep,180.3006145,-356.601229,-356.5495049,DensDep11,12,53.2145005,1.35E-12,skinks
EB,208.8137546,-409.6275091,-409.4535961,EB11,12,0.3104093,0.415480295,skinks
fit_env,184.7650431,-363.5300863,-363.4261902,NA,12,46.33781521,4.67E-11,skinks
JN,196.6581137,-387.3162274,-387.2123313,NA,12,22.55167413,6.15E-06,skinks
kappa,201.1663465,-394.3326931,-394.15878,kappa11,12,15.6052254,0.0001983,skinks
lambda,205.7014363,-403.4028726,-403.2289596,lambda11,12,6.5350458,0.018487909,skinks
NIG,198.8199195,-391.6398389,-391.5359428,NA,12,18.22806258,5.34E-05,skinks
OU,205.7014363,-403.4028727,-403.2289596,OU11,12,6.5350458,0.018487909,skinks
OUMA,190.4329045,-368.865809,-368.4973879,OUMA 51.5870645043568,12,41.2666175,5.31E-10,skinks
OUMV,197.9573142,-383.9146284,-383.5462073,OUMV 50.9344155688769,12,26.2177981,9.84E-07,skinks
OUMVA,201.1958921,-388.3917843,-387.8983922,OUMVA 50.5452833126498,12,21.8656132,8.67E-06,skinks
OUS,181.2233271,-352.4466541,-352.1846454,OUS 51.8045418096403,12,57.57936,1.52E-13,skinks
SRC,189.7433808,-373.4867615,-373.3824137,SRC 9,12,36.3815917,6.11E-09,skinks
TRC,208.9693389,-409.9386779,-409.7640054,TRC 44,12,0,0.485238168,skinks
TS,186.3003763,-366.6007525,-366.4964047,TS 35,12,43.2676007,1.95E-10,skinks
BM,205.789802,-405.579604,-405.4757079,BM12,13,3.6212819,0.05379824,skinks
BMS,205.9379982,-401.8759964,-401.6139877,BMS 55.9678587007941,13,7.4830021,0.007802004,skinks
delta,206.7910129,-405.5820259,-405.4081128,delta12,13,3.688877,0.052010374,skinks
DensDep,204.8916884,-405.7833768,-405.7316526,DensDep12,13,3.3653372,0.06114286,skinks
EB,207.5363838,-407.0727675,-406.8988545,EB12,13,2.1981353,0.109597444,skinks
fit_env,204.5067956,-403.0135913,-402.9096952,NA,13,6.187294609,0.016592547,skinks
JN,202.8883197,-399.7766394,-399.6727433,NA,13,9.424246525,0.002955768,skinks
kappa,205.1257987,-402.2515974,-402.0776843,kappa12,13,7.0193055,0.009837769,skinks
lambda,205.789802,-403.579604,-403.405691,lambda12,13,5.6912988,0.019110393,skinks
NIG,203.0631464,-400.1262928,-400.0223967,NA,13,9.074593075,0.003520437,skinks
OU,205.789802,-403.579604,-403.405691,OU12,13,5.6912988,0.019110393,skinks
OUMA,204.884793,-397.769586,-397.401165,OUMA 53.6124149073192,13,11.6958248,0.0009493,skinks
OUMV,209.3678362,-406.7356723,-406.3672513,OUMV 53.467145384416,13,2.7297385,0.084016436,skinks
OUMVA,209.34513,-404.6902601,-404.196868,OUMVA 53.4440359425724,13,4.9001218,0.028383864,skinks
OUS,206.6948816,-403.3897633,-403.1277545,OUS 42.6571641366411,13,5.9692353,0.016630927,skinks
SRC,207.6006688,-409.2013377,-409.0969898,SRC 116,13,0,0.328942084,skinks
TRC,207.784036,-407.5680719,-407.3933995,TRC 111,13,1.7035903,0.140342596,skinks
TS,205.9294849,-405.8589698,-405.7546219,TS 116,13,3.3423679,0.061849112,skinks
BM,207.0138956,-408.0277913,-407.9238952,BM13,14,2.7696348,0.059065902,skinks
BMS,208.6252696,-407.2505392,-406.9885304,BMS 50.9951134819457,14,3.7049996,0.037001979,skinks
delta,207.1441282,-406.2882565,-406.1143434,delta13,14,4.5791866,0.023899987,skinks
DensDep,207.2911635,-410.582327,-410.5306029,DensDep13,14,0.1629271,0.217458418,skinks
EB,208.9255404,-409.8510808,-409.6771677,EB13,14,1.0163623,0.141923765,skinks
fit_env,206.8828092,-407.7656184,-407.6617223,NA,14,3.031807741,0.057666893,skinks
JN,202.5191805,-399.0383611,-398.934465,NA,14,11.75906504,0.00065964,skinks
kappa,206.6436272,-405.2872545,-405.1133415,kappa13,14,5.5801885,0.014488815,skinks
lambda,207.0138957,-406.0277913,-405.8538783,lambda13,14,4.8396517,0.020981589,skinks
NIG,201.3656627,-396.7313254,-396.6274293,NA,14,14.06610066,0.000208133,skinks
OU,207.0138957,-406.0277913,-405.8538783,OU13,14,4.8396517,0.020981589,skinks
OUMA,206.7580567,-401.5161134,-401.1476924,OUMA 50.8494093845239,14,9.5458376,0.001994817,skinks
OUMV,206.9841767,-401.9683534,-401.5999323,OUMV 40.8382398856839,14,9.0935977,0.002500954,skinks
OUMVA,207.3338246,-400.6676493,-400.1742572,OUMVA 40.1146118270959,14,10.5192728,0.001226096,skinks
OUS,206.8995256,-403.7990511,-403.5370424,OUS 40.7494922086515,14,7.1564876,0.006587852,skinks
SRC,208.3989389,-410.7978778,-410.69353,SRC 71,14,0,0.235914912,skinks
TRC,208.8089245,-409.6178489,-409.4431764,TRC 72,14,1.2503536,0.126253829,skinks
TS,207.4224366,-408.8448733,-408.7405255,TS 117,14,1.9530045,0.088851723,skinks
BM,208.6302734,-411.2605467,-411.1566506,BM14,15,2.8187892,0.043901169,skinks
BMS,210.8008585,-411.6017171,-411.3397084,BMS 56.2436202758647,15,2.6357314,0.048109028,skinks
delta,209.9854352,-411.9708704,-411.7969573,delta14,15,2.1784825,0.060466791,skinks
DensDep,209.013582,-414.027164,-413.9754398,DensDep14,15,0,0.179708402,skinks
EB,210.5157476,-413.0314952,-412.8575821,EB14,15,1.1178577,0.102761082,skinks
fit_env,209.0922159,-412.1844318,-412.0805357,NA,15,1.894904055,0.074808201,skinks
JN,202.9529869,-399.9059739,-399.8020777,NA,15,14.17336205,0.000150266,skinks
kappa,208.5729545,-409.145909,-408.971996,kappa14,15,5.0034438,0.014725985,skinks
lambda,208.6302733,-409.2605467,-409.0866336,lambda14,15,4.8888062,0.015594721,skinks
NIG,203.1397091,-400.2794181,-400.175522,NA,15,13.7999178,0.000181115,skinks
OU,208.6302734,-409.2605467,-409.0866337,OU14,15,4.8888061,0.015594722,skinks
OUMA,212.3974366,-412.7948732,-412.4264521,OUMA 55.1494808953925,15,1.5489877,0.082834256,skinks
OUMV,210.7767944,-409.5535887,-409.1851677,OUMV 53.0847582284332,15,4.7902721,0.016382268,skinks
OUMVA,213.115113,-412.2302259,-411.7368338,OUMVA 54.1441179022028,15,2.238606,0.058676104,skinks
OUS,210.1678828,-410.3357656,-410.0737569,OUS 56.0845897200444,15,3.9016829,0.025546341,skinks
SRC,210.0208219,-414.0416438,-413.937296,SRC 72,15,0.0381438,0.176313498,skinks
TRC,210.0882387,-412.1764774,-412.0018049,TRC 31,15,1.9736349,0.066988308,skinks
TS,209.3710634,-412.7421267,-412.6377789,TS 118,15,1.3376609,0.092065944,skinks
BM,208.3041413,-410.6082826,-410.5043865,BM15,16,2.446667,0.07219693,skinks
BMS,209.2571635,-408.5143271,-408.2523183,BMS 55.739645135968,16,4.6987352,0.023414686,skinks
delta,209.7591856,-411.5183711,-411.3444581,delta15,16,1.6065954,0.109884885,skinks
DensDep,207.6959287,-411.3918574,-411.3401333,DensDep15,16,1.6109202,0.109647527,skinks
EB,210.5624833,-413.1249666,-412.9510535,EB15,16,0,0.245361104,skinks
fit_env,207.5770395,-409.1540791,-409.050183,NA,16,3.900870522,0.040479729,skinks
JN,202.9703441,-399.9406883,-399.8367922,NA,16,13.11426134,0.000348402,skinks
kappa,208.3041411,-408.6082822,-408.4343691,kappa15,16,4.5166844,0.025646031,skinks
lambda,208.3041413,-408.6082826,-408.4343696,lambda15,16,4.5166839,0.025646037,skinks
NIG,192.9058483,-379.8116967,-379.7078006,NA,16,33.24325291,1.48E-08,skinks
OU,208.3041413,-408.6082826,-408.4343696,OU15,16,4.5166839,0.025646037,skinks
OUMA,208.5878977,-405.1757955,-404.8073744,OUMA 53.8407040722066,16,8.1436791,0.004182426,skinks
OUMV,208.9826097,-405.9652194,-405.5967983,OUMV 53.4297146245102,16,7.3542552,0.006206539,skinks
OUMVA,209.3565078,-404.7130155,-404.2196235,OUMVA 55.7244250273218,16,8.73143,0.003117452,skinks
OUS,208.5401918,-407.0803835,-406.8183748,OUS 55.7395090259682,16,6.1326787,0.011431717,skinks
SRC,209.1143933,-412.2287867,-412.1244388,SRC 61,16,0.8266147,0.162296299,skinks
TRC,209.57401,-411.14802,-410.9733475,TRC 51,16,1.977706,0.0912751,skinks
TS,208.4521945,-410.9043889,-410.8000411,TS 119,16,2.1510124,0.083698815,skinks
BM,205.6017793,-405.2035585,-405.0996624,BM16,17,2.2845049,0.084197309,skinks
BMS,205.2978634,-400.5957267,-400.333718,BMS 62.9220297658372,17,7.0504493,0.007769383,skinks
delta,206.900486,-405.8009721,-405.6270591,delta16,17,1.7571082,0.109602624,skinks
DensDep,203.8009283,-403.6018566,-403.5501325,DensDep16,17,3.8340348,0.038799137,skinks
EB,207.7790402,-407.5580803,-407.3841673,EB16,17,0,0.263859144,skinks
fit_env,203.7647136,-401.5294271,-401.425531,NA,17,5.958636271,0.015836624,skinks
JN,200.773001,-395.546002,-395.4421059,NA,17,11.9420614,0.000673266,skinks
kappa,204.8298827,-401.6597654,-401.4858524,kappa16,17,5.8983149,0.013821951,skinks
lambda,205.6017793,-403.2035585,-403.0296455,lambda16,17,4.3545218,0.029908853,skinks
NIG,199.8902869,-393.7805738,-393.6766777,NA,17,13.70748957,0.000278502,skinks
OU,205.6017793,-403.2035585,-403.0296455,OU16,17,4.3545218,0.029908853,skinks
OUMA,204.0745289,-396.1490578,-395.7806367,OUMA 48.5038763862756,17,11.6035306,0.000797439,skinks
OUMV,207.4179461,-402.8358921,-402.4674711,OUMV 48.005882832877,17,4.9166962,0.022580062,skinks
OUMVA,206.0763724,-398.1527448,-397.6593527,OUMVA 50.8505254344134,17,9.7248146,0.002040119,skinks
OUS,205.2146687,-400.4293374,-400.1673287,OUS 60.9999954225516,17,7.2168386,0.007149169,skinks
SRC,206.469263,-406.938526,-406.8341782,SRC 91,17,0.5499891,0.200421142,skinks
TRC,207.3293323,-406.6586646,-406.4839921,TRC 81,17,0.9001752,0.168229281,skinks
TS,204.1627611,-402.3255222,-402.2211744,TS 1110,17,5.1629929,0.019963767,skinks
BM,211.0593588,-416.1187177,-416.0148216,BM17,18,659.2241984,7.10E-144,skinks
BMS,213.0144597,-416.0289194,-415.7669106,BMS 61.4851354607809,18,659.4721094,6.27E-144,skinks
delta,541.7064667,-1075.412933,-1075.23902,delta17,18,0,1,skinks
DensDep,211.4632874,-418.9265748,-418.8748506,DensDep17,18,656.3641694,2.97E-143,skinks
EB,211.7084977,-415.4169954,-415.2430824,EB17,18,659.9959376,4.83E-144,skinks
fit_env,211.4621141,-416.9242282,-416.8203321,NA,18,658.4186879,1.06E-143,skinks
JN,202.9197585,-399.8395171,-399.735621,NA,18,675.503399,2.07E-147,skinks
kappa,211.0663926,-414.1327851,-413.9588721,kappa17,18,661.2801479,2.54E-144,skinks
lambda,211.0593588,-414.1187177,-413.9448047,lambda17,18,661.2942153,2.52E-144,skinks
NIG,206.9052278,-407.8104556,-407.7065595,NA,18,667.5324605,1.11E-145,skinks
OU,211.0593588,-414.1187177,-413.9448047,OU17,18,661.2942153,2.52E-144,skinks
OUMA,212.0764349,-412.1528698,-411.7844488,OUMA 50.8162158850504,18,663.4545712,8.56E-145,skinks
OUMV,212.9884859,-413.9769718,-413.6085507,OUMV 50.8580222054993,18,661.6304693,2.13E-144,skinks
OUMVA,213.5348102,-413.0696204,-412.5762283,OUMVA 63.0159606068335,18,662.6627917,1.27E-144,skinks
OUS,213.1958804,-416.3917608,-416.129752,OUS 63.2373185922803,18,659.109268,7.52E-144,skinks
SRC,213.6795912,-421.3591823,-421.2548345,SRC 73,18,653.9841855,9.75E-143,skinks
TRC,214.0910828,-420.1821656,-420.0074931,TRC 73,18,655.2315269,5.23E-143,skinks
TS,211.8856628,-417.7713255,-417.6669777,TS 9,18,657.5720423,1.62E-143,skinks
BM,209.8284376,-413.6568751,-413.552979,BM18,19,3.0991322,0.063829311,skinks
BMS,210.22727,-410.45454,-410.1925313,BMS 58.168973037483,19,6.4595799,0.01189346,skinks
delta,210.202238,-412.4044759,-412.2305629,delta18,19,4.4215483,0.032950435,skinks
DensDep,210.3519177,-416.7038353,-416.6521112,DensDep18,19,0,0.300599439,skinks
EB,210.2860953,-412.5721907,-412.3982777,EB18,19,4.2538335,0.035832735,skinks
fit_env,210.1638217,-414.3276434,-414.2237473,NA,19,2.428363867,0.094425017,skinks
JN,200.8402568,-395.6805137,-395.5766176,NA,19,21.07549364,7.97E-06,skinks
kappa,209.8284376,-411.6568751,-411.4829621,kappa18,19,5.1691491,0.022673664,skinks
lambda,209.8284376,-411.6568751,-411.4829621,lambda18,19,5.1691491,0.022673664,skinks
NIG,203.9057748,-401.8115495,-401.7076534,NA,19,14.94445778,0.000170939,skinks
OU,209.8284376,-411.6568751,-411.4829621,OU18,19,5.1691491,0.022673664,skinks
OUMA,211.7035634,-411.4071268,-411.0387057,OUMA 39.373907823354,19,5.6134055,0.018157358,skinks
OUMV,210.1231027,-408.2462055,-407.8777844,OUMV 42.9026131458229,19,8.7743268,0.003738241,skinks
OUMVA,212.0104813,-410.0209626,-409.5275705,OUMVA 39.3738805617649,19,7.1245407,0.008529308,skinks
OUS,210.4806607,-410.9613214,-410.6993126,OUS 39.944233996273,19,5.9527986,0.015323373,skinks
SRC,211.0420242,-416.0840485,-415.9797006,SRC 62,19,0.6724106,0.214771208,skinks
TRC,211.3524575,-414.704915,-414.5302426,TRC 32,19,2.1218686,0.104047166,skinks
TS,210.4775211,-414.9550422,-414.8506944,TS 1111,19,1.8014168,0.122128066,skinks
BM,203.7748907,-401.5497814,-401.4458853,BM19,20,1.3244918,0.146722245,skinks
BMS,200.1298882,-390.2597765,-389.9977678,BMS 63.4349228386905,20,12.7726093,0.000479257,skinks
delta,204.9351815,-401.870363,-401.6964499,delta19,20,1.0739272,0.166305026,skinks
DensDep,199.8404764,-395.6809529,-395.6292287,DensDep19,20,7.1411484,0.008006174,skinks
EB,205.4721451,-402.9442902,-402.7703771,EB19,20,0,0.284515351,skinks
fit_env,199.9310779,-393.8621559,-393.7582598,NA,20,9.012117344,0.004495998,skinks
JN,197.7985697,-389.5971394,-389.4932433,NA,20,13.27713378,0.000372403,skinks
